ROLANDE	0.001	0.930
RORY	0.001	0.931
ROSAMARIA	0.001	0.932
ROSELEE	0.001	0.933
ROSELIA	0.001	0.934
ROSELINE	0.001	0.935
ROSELLE	0.001	0.936
ROSENA	0.001	0.937
ROSENDA	0.001	0.938
ROSETTE	0.001	0.939
ROSIO	0.001	0.940
ROSSANA	0.001	0.941
ROSSIE	0.001	0.942
ROSY	0.001	0.943
ROXY	0.001	0.944
ROY	0.001	0.945
ROYCE	0.001	0.946
ROZANNE	0.001	0.947
RUBI	0.001	0.948
RUSSELL	0.001	0.949
RUTHA	0.001	0.950
RUTHANNE	0.001	0.951
RUTHE	0.001	0.952
RYANN	0.001	0.953
SACHA	0.001	0.954
SADYE	0.001	0.955
SAGE	0.001	0.956
SALLEY	0.001	0.957
SAMELLA	0.001	0.958
SAMMY	0.001	0.959
SAMUEL	0.001	0.960
SANA	0.001	0.961
SANDA	0.001	0.962
SANDEE	0.001	0.963
SANDIE	0.001	0.964
SARAI	0.001	0.965
SARAN	0.001	0.966
SATURNINA	0.001	0.967
SAU	0.001	0.968
SCOTTIE	0.001	0.969
SEASON	0.001	0.970
SEE	0.001	0.971
SEEMA	0.001	0.972
SENA	0.001	0.973
SENAIDA	0.001	0.974
SEPTEMBER	0.001	0.975
SERAFINA	0.001	0.976
SERITA	0.001	0.977
SETSUKO	0.001	0.978
SHAE	0.001	0.979
SHAKIA	0.001	0.980
SHAKITA	0.001	0.981
SHALA	0.001	0.982
SHALANDA	0.001	0.983
SHALON	0.001	0.984
SHAN	0.001	0.985
SHANAE	0.001	0.986
SHANDI	0.001	0.987
SHANEL	0.001	0.988
SHANIQUA	0.001	0.989
SHANTAE	0.001	0.990
SHANTAY	0.001	0.991
SHANTELLE	0.001	0.992
SHANTI	0.001	0.993
SHAQUANA	0.001	0.994
SHAQUITA	0.001	0.995
